IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,SURI,PT Maja Agung Latexindo Tbk,Healthcare,Healthcare Supplies & Distributions,Pengembangan,Rp 170,-0.047058823529411764,0.04938271604938271,-0.029411764705882353,0.03636363636363636,-0.04093567251461988,-0.024390243902439025,0.00625,-0.4411764705882353,Bergerak Dalam Bidang Produsen Sarung Tangan Latex,"Jalan Utama No 98 Desa Pujimulyo, Kecamatan Sunggal, Kabupaten Deli Serdang, Sumatera Utara 20352",https://www.malgloves.com,12.668.750 Lot,20%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,2023-11-13,2023-11-15,160,170,2023-12-01,2023-12-05,2023-12-05,2023-12-06,07 Dec 2023,0.0,
Closed,AYAM,PT Janu Putra Sejahtera Tbk,Consumer Staples,"Fish, Meat, & Poultry",Pengembangan,Rp 100,0.35,-0.21481481481481482,0.009433962264150943,0.0,0.037383177570093455,0.0,0.018018018018018018,0.28,Bergerak dalam bidang usaha Peternakan dan Rumah Potong Ayam,"Ruko Casa Grande No.35, Jl. Ringroad Utara, Maguwoharjo, Depok, Sleman, D.I Yogyakarta",https://januputrasejahtera.com/,8.000.000 Lot,20%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,2023-11-10,2023-11-16,100,110,2023-11-24,2023-11-28,2023-11-28,2023-11-29,30 Nov 2023,0.0,
Closed,RGAS,PT Kian Santang Muliatama Tbk,Financials,"Oil, Gas & Coal Equipment & Services",Pengembangan,Rp 120,0.041666666666666664,-0.224,0.010309278350515464,0.07142857142857142,0.047619047619047616,-0.05454545454545454,-0.04807692307692308,-0.26666666666666666,"Perdagangan Besar Mesin Peralatan dan Perlengkapan Lainnya, Instalasi Mekanikal, Instalasi Gas","Jl. Wibawa Mukti II Perum Telkom Satwika Permai Blok A5 No. 8, RT. 009 RW. 009 Kel. Jatiluhur, Kec. Jatiasih, Bekasi, 17425",https://kianmulia.com/,3.342.000 Lot,22.9%,AO - ERDIKHA ELIT SEKURITAS,AO - ERDIKHA ELIT SEKURITAS,2023-10-16,2023-10-18,115,122,2023-11-02,2023-11-06,2023-11-06,2023-11-07,08 Nov 2023,0.6,Rp 210
Closed,IKPM,PT Ikapharmindo Putramas Tbk,Healthcare,Pharmaceuticals,Pengembangan,Rp 165,0.09696969696969697,-0.06077348066298342,0.011764705882352941,-0.011627906976744186,0.01764705882352941,-0.011560693641618497,-0.011695906432748537,0.806060606060606,"Bergerak Dalam Bidang Usaha Industri Farmasi, Personal Care","Kl. Pulogadung Raya No.29 Kawasan Industri Pulogadung Jakarta Timur, 13930 Indonesia",https://www.ikapharmindo.com,3.369.325 Lot,20%,TP - OCBC SEKURITAS INDONESIA,TP - OCBC SEKURITAS INDONESIA,2023-10-23,2023-10-30,160,180,2023-11-02,2023-11-06,2023-11-06,2023-11-07,08 Nov 2023,0.0,
Closed,MSTI,PT Mastersystem Infotama Tbk.,Telecom,IT Services & Consulting,Utama,Rp 1.355,0.07011070110701106,-0.05517241379310345,0.0,-0.0072992700729927005,0.01838235294117647,-0.01444043321299639,-0.003663003663003663,0.12915129151291513,"Solusi, integrasi dan pemeliharaan sistem teknologi informasi",Gedung Sudirman 7-8 Tower I Lt.25 Jl. Jend. Sudirman Kav. 7-8 Jakarta Pusat 10220,https://www.mastersystem.co.id/,4.708.236 Lot,15%,PD - INDO PREMIER SEKURITAS,PD - INDO PREMIER SEKURITASZP - MAYBANK SEKURITAS INDONESIA,2023-10-20,2023-10-26,1355,1595,2023-11-02,2023-11-06,2023-11-06,2023-11-07,08 Nov 2023,0.0,
Closed,UDNG,PT Agro Bahari Nusantara Tbk,Consumer Staples,"Fish, Meat, & Poultry",Akselerasi,Rp 100,0.1,-0.03636363636363636,-0.09433962264150944,0.0,-0.010416666666666666,-0.010526315789473684,0.0,-0.49,Bergerak di bidang Budidaya Tambak Udang,"Ruko Shibuya Unit SHC 012 – PIK 2 Jl. Marina Indah Raya No.1 Kel. Lemo, Kec. Teluknaga Tangerang – Banten 15510",https://abn.farm/,5.000.000 Lot,28.57%,EP - MNC SEKURITAS,EP - MNC SEKURITASBQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,2023-10-06,2023-10-12,90,100,2023-10-23,2023-10-27,2023-10-27,2023-10-30,31 Oct 2023,0.8,Rp 105
Closed,KOKA,PT Koka Indonesia Tbk,Materials,Heavy Constructions & Civil Engineering,Pengembangan,Rp 128,0.328125,-0.16470588235294117,0.014084507042253521,-0.2569444444444444,0.04672897196261682,0.017857142857142856,-0.06140350877192982,-0.5078125,"Jasa Konstruksi Gedung Industri, Bangunan Sipil dan Gedung Hunian","Jl. Sultan Iskandar Muda, No. 7, Lt. 3, Kebayoran Lama, Jakarta Selatan 12240",https://koka.co.id/en/beranda-en/,7.153.330 Lot,25%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITASHD - KGI SEKURITAS INDONESIA,2023-09-19,2023-09-26,128,161,2023-10-03,2023-10-09,2023-10-09,2023-10-10,11 Oct 2023,0.0,
Closed,LOPI,PT Logisticsplus International Tbk,Real Estate,Logistics & Deliveries,Akselerasi,Rp 100,-0.1,-0.1,-0.09876543209876543,0.0821917808219178,0.08860759493670886,0.03488372093023256,-0.02247191011235955,-0.68,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),"SAV Building Jl. Kavling Polri No. 20 Jagakarsa, Jakarta Selatan 12620, Indonesia",https://www.logisticsplus.co.id,3.000.000 Lot,27.27%,SA - ELIT SUKSES SEKURITAS,SA - ELIT SUKSES SEKURITAS,2023-09-20,2023-09-22,100,150,2023-10-03,2023-10-09,2023-10-09,2023-10-10,11 Oct 2023,0.5,Rp 200
Closed,STRK,PT Lovina Beach Brewery Tbk,Consumer Staples,Liquors,Pengembangan,Rp 100,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,-0.25,-0.25,0.12280701754385964,-0.5,Bergerak dalam bidang Industri Distribusi Minuman Beralkohol & Pengolahannya melalui Anak perusahaan,"Jl. Tukad Banyu Poh 110 X, Sesetan Denpasar Selatan, 80223",https://lovinabeachbrewery.com/,11.800.000 Lot,11.01%,SH - ARTHA SEKURITAS INDONESIA,SH - ARTHA SEKURITAS INDONESIAHD - KGI SEKURITAS INDONESIAFZ - WATERFRONT SEKURITAS INDONESIAPG - PANCA GLOBAL SEKURITAS,2023-09-06,2023-09-20,100,119,2023-10-03,2023-10-06,2023-10-06,2023-10-09,10 Oct 2023,2.75,Rp 250
Closed,PTPS,PT PULAU SUBUR TBK,Consumer Discretionary,Agricultural & Farm Machinery,Pengembangan,Rp 198,-0.3484848484848485,-0.1937984496124031,0.125,-0.05128205128205128,-0.05405405405405406,0.06666666666666667,-0.026785714285714284,-0.5707070707070707,Perseroan bergerak dalam bidang Perkebunan Buah Kelapa Sawit,"Jl A. Yani No.12 ABC, RT23 RW023 14 Ulu, Seberang Ulu Dua, Palembang",https://www.pulausubur.com,4.500.000 Lot,20.76%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,2023-09-20,2023-09-22,198,206,2023-10-03,2023-10-05,2023-10-05,2023-10-06,09 Oct 2023,0.5,Rp 218
Closed,BREN,PT Barito Renewables Energy Tbk,Materials,Electric Utilities,Utama,Rp 780,0.25,0.24615384615384617,0.24691358024691357,0.24752475247524752,0.24867724867724866,0.1652542372881356,0.24727272727272728,8.294871794871796,Aktvitas perusahaan holding,"Wisma Barito Pacific II, Lantai 23, Jl. Let. Jend. S. Parman Kav. 60, RT 010, RW 005, Slipi, Palmerah, Jakarta 11410, Indonesia",https://www.baritorenewables.co.id/,40.150.000 Lot,3%,NI - BNI SEKURITAS,NI - BNI SEKURITASTP - OCBC SEKURITAS INDONESIA,2023-09-18,2023-09-25,670,780,2023-10-03,2023-10-05,2023-10-05,2023-10-06,09 Oct 2023,0.0,
Closed,KOCI,PT Kokoh Exa Nusantara Tbk,Technology,Real Estate Development & Management,Pengembangan,Rp 120,-0.3,-0.19047619047619047,0.1323529411764706,-0.06493506493506493,-0.041666666666666664,-0.028985507246376812,0.029850746268656716,-0.5583333333333333,Konstruksi dan Real Estat,"Jl. Raya Sukolilo, Tebul, Kwanyar, Bangkalan - 69163",https://www.kokohcity.com,4.500.000 Lot,10.19%,PG - PANCA GLOBAL SEKURITAS,PG - PANCA GLOBAL SEKURITAS,2023-09-07,2023-09-12,120,160,2023-09-29,2023-10-04,2023-10-04,2023-10-05,06 Oct 2023,1.0,Rp 135
Closed,IOTF,PT Sumber Sinergi Makmur Tbk,Telecom,Electronic Equipment & Instruments,Pengembangan,Rp 100,0.35,-0.23703703703703705,-0.02912621359223301,-0.01,0.06060606060606061,-0.06666666666666667,0.0,0.38,Distributor dan Instalasi Perangkat Global Positioning System (GPS) untuk Otomotif dan Logistik,"Fox Logger Tower Jl. Cideng Barat nomor 31A, RT. 003/RW. 011, Kelurahan Cideng, Kecamatan Gambir, Jakarta Pusat 10150",https://www.foxlogger.co.id,11.000.000 Lot,20.83%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIACP - KB VALBURY SEKURITAS,2023-09-14,2023-09-19,100,120,2023-09-29,2023-10-04,2023-10-04,2023-10-05,06 Oct 2023,1.0,Rp 130
Closed,AEGS,PT Anugerah Spareparts Sejahtera Tbk,Energy,Auto Parts & Equipment,Akselerasi,Rp 100,-0.05,-0.09473684210526316,-0.09302325581395349,-0.0641025641025641,-0.0684931506849315,-0.058823529411764705,-0.046875,-0.65,"Industri Filter Kendaraan Bermotor yaitu Filter Oli dan Filter Bahan Bakar, serta Perdagangan Filter","Jalan Soekarno Hatta No. 134, Losari Kidul, Losari, Kab. Cirebon, Jawa Barat 45192",https://www.aegisfilter.co.id,4.000.000 Lot,39.76%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,2023-08-22,2023-08-24,90,100,2023-09-04,2023-09-07,2023-09-07,2023-09-08,11 Sep 2023,0.25,Rp 90
Closed,BABY,PT Multitrend Indo Tbk.,Energy,Apparel & Textile Retail,Pengembangan,Rp 266,0.09022556390977443,-0.06896551724137931,-0.014814814814814815,-0.015037593984962405,-0.007633587786259542,0.06153846153846154,-0.021739130434782608,-0.20300751879699247,Perdagangan Eceran Pakaian dan Mainan Anak,"Gedung Menara Era Lt. 14-02 Jl. Senen Raya No. 135 – 137, Kel. Senen, Kec. Senen, Jakarta Pusat, Provinsi DKI Jakarta, 10410",https://kanmomultitrend.id/,5.340.000 Lot,20.01%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,2023-08-14,2023-08-22,250,266,2023-08-31,2023-09-05,2023-09-05,2023-09-06,07 Sep 2023,0.0,
Closed,RSCH,PT Charlie Hospital Semarang Tbk,Healthcare,Healthcare Providers,Pengembangan,Rp 115,0.1391304347826087,0.06870229007633588,-0.04285714285714286,0.014925373134328358,-0.022058823529411766,-0.015037593984962405,-0.015267175572519083,2.2869565217391306,Bergerak di bidang Aktivitas Rumah Sakit Swasta,"Jl. Raya Ngabean Kav 1A, Kel. Ngabean, Kec. Boja Kab. Kendal, Jawa Tengah 51381",https://charliehospital.co.id/,5.300.000 Lot,20%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIASA - ELIT SUKSES SEKURITAS,2023-08-04,2023-08-08,105,125,2023-08-22,2023-08-24,2023-08-24,2023-08-25,28 Aug 2023,0.0,
Closed,MSIE,PT Multisarana Intan Eduka Tbk,Technology,Real Estate Development & Management,Akselerasi,Rp 100,-0.1,-0.1,-0.09876543209876543,-0.0958904109589041,-0.09090909090909091,-0.016666666666666666,-0.05084745762711865,-0.86,Real estat dan aktivitas penyewaan dan sewa guna usaha tanpa hak opsi,"Jl. Raya Kedung Baruk No. 112 – 114 Penjaringan Sari, Kec. Rungkut, Kota Surabaya, Jawa Timur",https://msie.co.id,3.600.000 Lot,24.66%,EP - MNC SEKURITAS,EP - MNC SEKURITASCP - KB VALBURY SEKURITAS,2023-07-17,2023-07-24,100,110,2023-08-02,2023-08-08,2023-08-08,2023-08-09,10 Aug 2023,0.5,Rp 250
Closed,HUMI,PT Humpuss Maritim Internasional Tbk,Financials,Oil & Gas Storage & Distribution,Utama,Rp 100,0.02,-0.00980392156862745,0.009900990099009901,0.09803921568627451,0.3482142857142857,0.32450331125827814,0.31,-0.41,"Aktivitas Perusahaan Holding, Angkutan Laut dalam Negeri untuk Barang Khusus","Gedung Mangkuluhur City Tower One Lt. 27 Jl. Jend Gatot Subroto Kav 1, Karet Semanggi Setiabudi, Jakarta Selatan. 12930",https://humi.co.id/,27.070.000 Lot,15%,LS - RELIANCE SEKURITAS INDONESIA TBK.,LS - RELIANCE SEKURITAS INDONESIA TBK.,2023-07-18,2023-07-24,100,150,2023-08-02,2023-08-07,2023-08-07,2023-08-08,09 Aug 2023,0.5,Rp 200
Closed,MUTU,PT Mutuagung Lestari Tbk,Consumer Discretionary,Business Support Services,Pengembangan,Rp 108,0.3425925925925926,0.006896551724137931,-0.1095890410958904,-0.038461538461538464,0.064,-0.045112781954887216,0.0,-0.23148148148148148,"Jasa Pengujian, Inspeksi dan Sertifikasi","Jl. Raya Bogor KM 33,5 No. 19 Cimanggis Depok, 16453",https://www.mutucertification.com,9.428.572 Lot,30%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.PD - INDO PREMIER SEKURITAS,2023-07-12,2023-07-24,105,110,2023-08-02,2023-08-07,2023-08-07,2023-08-08,09 Aug 2023,0.25,Rp 324
Closed,LMAX,PT Lupromax Pelumas Indonesia Tbk,Energy,Automotive Retail,Akselerasi,Rp 200,0.1,0.01818181818181818,0.08035714285714286,0.09917355371900827,0.09774436090225563,0.0958904109589041,0.1,-0.85,Bergerak dalam bidang usaha Pelumas dan Pelumas Aditif,"Ruko Graha Boulevard Blok A No.15 Jl. Raya Gading Serpong Kec. Kelapa Dua,Tangerang, Banten, Indonesia - 15810",https://lupromax.co.id/,1.950.000 Lot,26.09%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,2023-07-21,2023-07-24,160,200,2023-08-02,2023-08-07,2023-08-07,2023-08-08,09 Aug 2023,0.5,Rp 180
Closed,CYBR,PT ITSEC Asia Tbk,Telecom,IT Services & Consulting,Pengembangan,Rp 100,0.35,0.34814814814814815,0.31868131868131866,0.13333333333333333,-0.14705882352941177,-0.008620689655172414,-0.017391304347826087,2.4,Aktivitas Konsultasi Keamanan Informasi,"Kantor Pusat : Gedung Noble House Lantai 11 Unit 2 & 3 Jl. Dr Ide Anak Agung Gde Agung Kavling E.4.2 No 2, Mega Kuningan Kelurahan Kuningan Timur, Kecamatan Setiabudi Jakarta Selatan, Indonesia 12950",https://www.itsec.asia,10.087.348 Lot,15.64%,YP - MIRAE ASSET SEKURITAS INDONESIA,YP - MIRAE ASSET SEKURITAS INDONESIAAZ - SUCOR SEKURITASLG - TRIMEGAH SEKURITAS INDONESIA TBK.,2023-07-18,2023-07-26,100,110,2023-08-02,2023-08-04,2023-08-04,2023-08-07,08 Aug 2023,0.5,Rp 400
Closed,ERAL,PT Sinar Eka Selaras Tbk,Energy,Electronics Retail,Utama,Rp 390,0.03076923076923077,-0.07960199004975124,0.0,0.010810810810810811,-0.016042780748663103,0.0,0.03260869565217391,-0.30256410256410254,Aktivitas Perdagangan Besar serta Perdagangan Eceran melalui Perusahaan Anak,"Erajaya Plaza Jalan Bandengan Selatan No. 19-20, Kel. Pekojan, Kec. Tambora Kota Jakarta Barat, DKI Jakarta 11240",https://www.ses.id/,10.375.000 Lot,20%,YP - MIRAE ASSET SEKURITAS INDONESIA,YP - MIRAE ASSET SEKURITAS INDONESIANI - BNI SEKURITAS,2023-07-14,2023-07-26,370,410,2023-08-02,2023-08-04,2023-08-04,2023-08-07,08 Aug 2023,0.0,
Closed,PPRI,PT Paperocks Indonesia Tbk.,Utilities,Containers & Packaging,Pengembangan,Rp 140,-0.15,-0.14285714285714285,-0.14705882352941177,-0.034482758620689655,-0.08333333333333333,0.0,0.16883116883116883,-0.29285714285714287,Bergerak Dalam Bidang Perdagangan Besar Barang Dari Kertas Dan Karton,"Ruko Cibubur Times Square Blok C 1 N0. 23, Jalan Alternatif Cibubur RT.001/RW.010, Kelurahan Jatikarya, Kecamatan Jatisampurna, Kota Bekasi, Jawa Barat 17435",https://paperocks.co.id/,2.750.000 Lot,25.58%,IU - INDO CAPITAL SEKURITAS,IU - INDO CAPITAL SEKURITAS,2023-07-20,2023-07-24,130,150,2023-08-02,2023-08-04,2023-08-04,2023-08-07,08 Aug 2023,0.6,Rp 200
Closed,GRIA,PT Ingria Pratama Capitalindo Tbk,Technology,Real Estate Development & Management,Pengembangan,Rp 120,-0.016666666666666666,0.025423728813559324,-0.024793388429752067,-0.01694915254237288,0.017241379310344827,-0.025423728813559324,0.043478260869565216,0.7833333333333333,Real Estat,"Ruko Pondok Cabe Mutiara, Jalan Pondok Cabe Raya No. 27, Kecamatan Pamulang, Tangerang Selatan, Banten 15418.",https://ingriagroup.com/,17.250.000 Lot,23.39%,AO - ERDIKHA ELIT SEKURITAS,AO - ERDIKHA ELIT SEKURITAS,2023-07-20,2023-07-24,115,120,2023-08-02,2023-08-04,2023-08-04,2023-08-07,08 Aug 2023,0.0,
Closed,HBAT,PT Minahasa Membangun Hebat Tbk,Technology,Real Estate Development & Management,Akselerasi,Rp 108,-0.09259259259259259,-0.09183673469387756,-0.0898876404494382,-0.09876543209876543,-0.0821917808219178,-0.08955223880597014,-0.08196721311475409,-0.7037037037037037,Bergerak dalam Bidang Usaha Real Estate,"Perumahan Sawangan Permai Kel. Sawangan, Kec. Tombulu, Kab. Minahasa, Prov. Sulawesi Utara 95663, Indonesia",https://mmhebat.co.id/,2.407.408 Lot,23.13%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,2023-07-12,2023-07-20,100,108,2023-08-01,2023-08-03,2023-08-03,2023-08-04,07 Aug 2023,0.0,
Closed,FOLK,PT Multi Garam Utama Tbk,Consumer Discretionary,,Pengembangan,Rp 100,0.13,-0.1415929203539823,-0.14432989690721648,0.08433734939759036,-0.05555555555555555,0.011764705882352941,-0.06976744186046512,-0.49,Aktivitas Perusahaan Holding dan Aktivitas Konsultasi Manajemen,"Prosperity Tower 17-F District 8, SCBD, Jalan Jenderal Sudirman Kavling 52-53, Kelurahan Senayan, Kec. Kebayoran Baru, Jakarta Selatan, Provinsi DKI Jakarta, 12190",https://folkgroup.co,5.700.000 Lot,14.44%,HD - KGI SEKURITAS INDONESIA,HD - KGI SEKURITAS INDONESIAIF - SAMUEL SEKURITAS INDONESIA,2023-07-20,2023-07-24,100,105,2023-08-01,2023-08-03,2023-08-03,2023-08-04,07 Aug 2023,0.5,Rp 200
Closed,CNMA,PT Nusantara Sejahtera Raya Tbk,Energy,Recreational & Sports Facilities,Utama,Rp 270,0.17037037037037037,-0.006329113924050633,-0.03184713375796178,0.019736842105263157,-0.0064516129032258064,-0.01948051948051948,0.013245033112582781,-0.17777777777777778,Bioskop dan Restoran,Jl. KH Wahid Hasyim No.96-A Jakarta Pusat 10340,https://www.cinema21.co.id,83.350.000 Lot,10%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASPD - INDO PREMIER SEKURITASBK - J.P. MORGAN SEKURITAS INDONESIAAK - UBS SEKURITAS INDONESIA,2023-07-10,2023-07-14,270,288,2023-07-27,2023-07-31,2023-07-31,2023-08-01,02 Aug 2023,0.0,
Closed,RMKO,PT Royaltama Mulia Kontraktorindo Tbk,Financials,"Oil, Gas & Coal Equipment & Services",Pengembangan,Rp 450,0.24444444444444444,-0.05357142857142857,-0.06415094339622641,0.07862903225806452,0.018691588785046728,-0.06422018348623854,-0.027450980392156862,-0.5288888888888889,Jasa Penunjang Pertambangan dan Jasa Penyewaan Alat-Alat Berat,"Wisma RMK, Jl. Puri Kencana Blok M4 No. 1, Kembangan Selatan, Jakarta Barat 11610",http://www.rmko.co.id/,2.500.000 Lot,20%,MI - VICTORIA SEKURITAS INDONESIA,MI - VICTORIA SEKURITAS INDONESIA,2023-07-10,2023-07-13,350,450,2023-07-25,2023-07-27,2023-07-27,2023-07-28,31 Jul 2023,0.0,
Canceled,ZEUS-C1,PT Zeus Kimiatama Indonesia Tbk,Basic Materials,Specialty Chemicals,,,,,,,,,,,Manufaktur dan Perdagangan Kimia Khusus,"Jl. Sungkai Blok F25 No. 09 IA Delta Silicon V, Kawasan Industri Lippo Cikarang, Kecamatan Cikarang Pusat, Kabupaten Bekasi – Jawa Barat Indonesia – 17530",https://www.zekindo.co.id/,1050000000,21.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2023-07-18,2023-07-26,100,105,,,,,,0.5,
Closed,MAHA,PT Mandiri Herindo Adiperkasa Tbk,Financials,Coal Distribution,Utama,Rp 118,0.3474576271186441,0.34591194968553457,0.0,0.06542056074766354,0.20175438596491227,0.0072992700729927005,-0.007246376811594203,0.5508474576271186,Aktivitas jasa penunjang pertambangan,"Gedung Office 8, Lantai 31 Unit A Jl. Senopati Raya No.8B, SCBD Lot 28, Kav. 52-53 Jakarta 12190, Indonesia",https://www.mha.co.id,41.660.000 Lot,25%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,2023-06-26,2023-07-06,118,128,2023-07-18,2023-07-21,2023-07-21,2023-07-24,25 Jul 2023,0.0,
Canceled,BITU-C1,PT BERKAH MULIA MANDIRI TBK,Industrials,Diversified Industrial Trading,,,,,,,,,,,Bidang Perdagangan Bitumen dan Pengelola Terminal Bitumen,"Jl. Margomulyo Industri I Blok C 10 Komplek Suri Mulia, Tambak Sarioso, Asemrowo, Surabaya 60184",https://www.berkahmuliamandiri.co.id,550000000,31.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2023-07-20,2023-07-25,131,140,,,,,,0.25,
Closed,INET,PT Sinergi Inti Andalan Prima Tbk,Telecom,Networking Equipment,Pengembangan,Rp 101,0.3465346534653465,0.27205882352941174,0.1329479768786127,-0.05102040816326531,0.08602150537634409,0.019801980198019802,0.0,-0.297029702970297,Bergerak di bidang Teknologi Informasi,"Gedung Cyber 1, Lantai 10, Jl. Kuningan Barat No.8, Jakarta Selatan 12710",https://siapnetworks.co.id/,15.000.000 Lot,20%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,2023-06-26,2023-07-05,100,101,2023-07-17,2023-07-20,2023-07-20,2023-07-21,24 Jul 2023,1.4,Rp 91
Canceled,AKSL-C1,PT Akselerasi Usaha Indonesia Tbk,Financials,Financial Holdings,,,,,,,,,,,Penyedia LPBBTI atau P2P Lending melalui Entitas Anak dan Perusahaan Holding,"Sahid Sudirman Center Lantai 11 Unit G, Jl. Jendral Sudirman Kav.86, Jakarta Pusat 10220",https://www.akselerangroup.com,2988493800,29.0,OD - BRI DANAREKSA SEKURITAS,"['OD - BRI DANAREKSA SEKURITAS', 'SQ - BCA SEKURITAS']",2023-07-03,2023-07-21,100,120,,,,,,0.1,0.0
Closed,TGUK,PT Platinum Wahab Nusantara Tbk,Consumer Staples,Food Retail & Distributors,Pengembangan,Rp 110,0.34545454545454546,-0.14864864864864866,0.07142857142857142,0.014814814814814815,0.014598540145985401,-0.14388489208633093,-0.14285714285714285,-0.5454545454545454,Makanan dan Minuman,"Ruko Golden Square Blok GS No. 2 Jl. Ciater Raya, Kelurahan Mekarjaya, Kecamatan Serpong Tangerang Selatan, Banten 15321",https://teguk.co.id/,10.714.290 Lot,30%,MG - SEMESTA INDOVEST SEKURITAS,MG - SEMESTA INDOVEST SEKURITAS,2023-06-19,2023-06-23,105,112,2023-07-04,2023-07-06,2023-07-06,2023-07-07,10 Jul 2023,0.4,Rp 152
Closed,CRSN,PT Carsurin Tbk,Consumer Discretionary,Business Support Services,Pengembangan,Rp 125,0.144,-0.14685314685314685,-0.00819672131147541,-0.024793388429752067,-0.0423728813559322,-0.05309734513274336,-0.07476635514018691,-0.128,"Testing, Inspection, Certification","SOHO CAPITAL, 28th Floor Jl. Letjen S. Parman Kav.28, Grogol Petamburan, Jakarta Barat",https://www.carsurin.com,6.000.000 Lot,20.75%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,2023-06-16,2023-06-21,120,125,2023-07-04,2023-07-06,2023-07-06,2023-07-07,10 Jul 2023,0.0,
Closed,WIDI,PT Widiant Jaya Krenindo Tbk,Consumer Discretionary,Construction Machinery & Heavy Vehicles,Akselerasi,Rp 100,0.1,0.1,0.09917355371900827,-0.09774436090225563,-0.1,-0.09259259259259259,0.08163265306122448,-0.88,Bergerak dalam Bidang Jasa Sewa Alat Berat Beserta Operator,"Jl. Teh No. 4-6, RT.7/RW.3, Kel. Pinangsia, Kec. Taman Sari, Jakarta Barat, 11110, Indonesia",https://www.ptwidi.com/,4.000.000 Lot,25%,SH - ARTHA SEKURITAS INDONESIA,SH - ARTHA SEKURITAS INDONESIA,2023-06-16,2023-06-22,100,115,2023-07-04,2023-07-06,2023-07-06,2023-07-07,10 Jul 2023,1.05,Rp 120
Closed,GRPM,PT Graha Prima Mentari Tbk,Real Estate,Logistics & Deliveries,Akselerasi,Rp 120,-0.1,-0.09259259259259259,-0.09183673469387756,0.0,-0.056179775280898875,0.09523809523809523,-0.06521739130434782,-0.5583333333333333,Bidang Usaha Distribusi Minuman Berkarbonasi,Jl. Tuparev No. 87A. Cirebon - Jawa Barat,https://grahaprimamentari.co.id/,3.090.000 Lot,20%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,2023-06-15,2023-06-20,120,130,2023-07-04,2023-07-06,2023-07-06,2023-07-07,10 Jul 2023,0.5,Rp 250
Closed,AMMN,PT Amman Mineral Internasional Tbk.,Utilities,Copper,Utama,Rp 1.695,0.035398230088495575,-0.002849002849002849,0.0,0.008571428571428572,-0.0028328611898017,0.011363636363636364,0.011235955056179775,4.929203539823009,Aktivitas Perusahaan Holding,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",https://www.amman.co.id,63.282.088 Lot,8.8%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASNI - BNI SEKURITASZP - MAYBANK SEKURITAS INDONESIADP - DBS VICKERS SEKURITAS INDONESIAOD - BRI DANAREKSA SEKURITASIF - SAMUEL SEKURITAS INDONESIAKZ - CLSA SEKURITAS INDONESIA,2023-05-31,2023-06-16,1650,1775,2023-07-03,2023-07-05,2023-07-05,2023-07-06,07 Jul 2023,0.0,
